"OrgID"||"OrgName"||"FranID"||"FranchiseeName"||"StoreID"||"StoreName"||"StartDate"||"EndDate"
"10002"||"Company 10002"||"2626"||"Basia Clawsley"||"-90000669"||"Management Site"||"19000101"||"21001231"
"10002"||"Company 10002"||"2626"||"Basia Clawsley"||"-90000668"||"Management Site"||"19000101"||"21001231"
"10002"||"Company 10002"||"2626"||"Basia Clawsley"||"-90000242"||"Management Site"||"19000101"||"21001231"
"10002"||"Company 10002"||"2626"||"Basia Clawsley"||"104327"||"104327 - Mandrake"||"20210603"||"21001231"
"10002"||"Company 10002"||"2626"||"Basia Clawsley"||"104318"||"104318 - Rieder"||"20201001"||"21001231"
"10002"||"Company 10002"||"2626"||"Basia Clawsley"||"104313"||"104313 - Grasskamp"||"20201001"||"21001231"
"10002"||"Company 10002"||"2626"||"Basia Clawsley"||"104303"||"104303 - Grim"||"20170401"||"21001231"
"10002"||"Company 10002"||"2626"||"Basia Clawsley"||"104268"||"104268 - Southridge"||"20201001"||"21001231"
"10002"||"Company 10002"||"2626"||"Basia Clawsley"||"104262"||"104262 - Everett"||"20180301"||"21001231"
"10002"||"Company 10002"||"2626"||"Basia Clawsley"||"104253"||"104253 - Warrior"||"20210603"||"21001231"
"10002"||"Company 10002"||"2626"||"Basia Clawsley"||"104216"||"104216 - Harper"||"20210603"||"21001231"
"10002"||"Company 10002"||"2626"||"Basia Clawsley"||"104207"||"104207 - Memorial"||"20240801"||"21001231"
"10003"||"Company 10003"||"2347"||"Ali Freen"||"100583"||"100583 - Melody"||"20221101"||"21001231"
"10003"||"Company 10003"||"2347"||"Ali Freen"||"101283"||"101283 - Texas"||"20210901"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"100232"||"100232 - Pine View"||"20180501"||"21001231"
"10003"||"Company 10003"||"2347"||"Ali Freen"||"104348"||"104348 - Bobwhite"||"20211214"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"104391"||"104391 - Elmside"||"20150301"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"104382"||"104382 - Center"||"20180501"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"104377"||"104377 - Jay"||"20180501"||"21001231"
"10003"||"Company 10003"||"2347"||"Ali Freen"||"104375"||"104375 - Blackbird"||"20211214"||"21001231"
"10003"||"Company 10003"||"2347"||"Ali Freen"||"104366"||"104366 - Bunting"||"20211030"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"104370"||"104370 - Loftsgordon"||"20180501"||"21001231"
"10003"||"Company 10003"||"2347"||"Ali Freen"||"104360"||"104360 - Tomscot"||"20211030"||"21001231"
"10003"||"Company 10003"||"2347"||"Ali Freen"||"104469"||"104469 - Crescent Oaks"||"20220301"||"21001231"
"10003"||"Company 10003"||"2347"||"Ali Freen"||"104461"||"104461 - Shasta"||"20211214"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"104443"||"104443 - Artisan"||"20150301"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"104448"||"104448 - Calypso"||"20180501"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"104420"||"104420 - Golf"||"20180501"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"104408"||"104408 - Crownhardt"||"20180501"||"21001231"
"10003"||"Company 10003"||"2347"||"Ali Freen"||"104396"||"104396 - Evergreen"||"20211030"||"21001231"
"10003"||"Company 10003"||"2347"||"Ali Freen"||"104394"||"104394 - Wayridge"||"20221101"||"21001231"
"10003"||"Company 10003"||"2347"||"Ali Freen"||"104952"||"104952 - Linden"||"20241003"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"-90000181"||"Management Site"||"19000101"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"-90000699"||"Management Site"||"19000101"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"-90000698"||"Management Site"||"19000101"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"-90000697"||"Management Site"||"19000101"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"-90000696"||"Management Site"||"19000101"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"-90000695"||"Management Site"||"19000101"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"-90000694"||"Management Site"||"19000101"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"-90000693"||"Management Site"||"19000101"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"-90000692"||"Management Site"||"19000101"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"-90001185"||"Management Site"||"19000101"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"-90001184"||"Management Site"||"19000101"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"-90001121"||"Management Site"||"19000101"||"21001231"
"10003"||"Company 10003"||"2002"||"Welsh Greenhow"||"-90001091"||"Management Site"||"19000101"||"21001231"
"10004"||"Company 10004"||"2352"||"Lion Eede"||"100246"||"100246 - Norway Maple"||"20181001"||"21001231"
"10004"||"Company 10004"||"2196"||"Rich Faldoe"||"100121"||"100121 - Dunning"||"20151223"||"21001231"
"10004"||"Company 10004"||"2196"||"Rich Faldoe"||"101302"||"101302 - Anthes"||"20101001"||"21001231"
"10004"||"Company 10004"||"2352"||"Lion Eede"||"-90000208"||"Management Site"||"19000101"||"21001231"
"10004"||"Company 10004"||"2196"||"Rich Faldoe"||"-90000330"||"Management Site"||"19000101"||"21001231"
"10004"||"Company 10004"||"2196"||"Rich Faldoe"||"103598"||"103598 - Badeau"||"20160520"||"21001231"
"10004"||"Company 10004"||"2196"||"Rich Faldoe"||"103596"||"103596 - Lake View"||"20090206"||"21001231"
"10004"||"Company 10004"||"2196"||"Rich Faldoe"||"103592"||"103592 - Loftsgordon"||"20160615"||"21001231"
"10004"||"Company 10004"||"2352"||"Lion Eede"||"103591"||"103591 - Burning Wood"||"20211001"||"21001231"
"10004"||"Company 10004"||"2196"||"Rich Faldoe"||"103587"||"103587 - Stang"||"20160615"||"21001231"
"10004"||"Company 10004"||"2196"||"Rich Faldoe"||"103586"||"103586 - Waywood"||"20160615"||"21001231"
"10004"||"Company 10004"||"2352"||"Lion Eede"||"103585"||"103585 - Mesta"||"20211001"||"21001231"
"10004"||"Company 10004"||"2196"||"Rich Faldoe"||"103583"||"103583 - Straubel"||"20160428"||"21001231"
"10004"||"Company 10004"||"2352"||"Lion Eede"||"103578"||"103578 - Kipling"||"20160229"||"21001231"
"10004"||"Company 10004"||"2352"||"Lion Eede"||"103576"||"103576 - Daystar"||"20180801"||"21001231"
"10004"||"Company 10004"||"2196"||"Rich Faldoe"||"103575"||"103575 - Nevada"||"20160520"||"21001231"
"10004"||"Company 10004"||"2352"||"Lion Eede"||"103574"||"103574 - Sauthoff"||"20181001"||"21001231"
"10004"||"Company 10004"||"2352"||"Lion Eede"||"103573"||"103573 - Artisan"||"20181001"||"21001231"
"10004"||"Company 10004"||"2196"||"Rich Faldoe"||"103572"||"103572 - Dexter"||"20070516"||"21001231"
"10004"||"Company 10004"||"2352"||"Lion Eede"||"103568"||"103568 - Declaration"||"20211001"||"21001231"
"10004"||"Company 10004"||"2196"||"Rich Faldoe"||"103563"||"103563 - Transport"||"20070516"||"21001231"
"10004"||"Company 10004"||"2196"||"Rich Faldoe"||"103562"||"103562 - Toban"||"20160428"||"21001231"
"10004"||"Company 10004"||"2196"||"Rich Faldoe"||"103566"||"103566 - Nancy"||"20160520"||"21001231"
"10005"||"Company 10005"||"2325"||"Lacie McGillivrie"||"100966"||"100966 - Dorton"||"20190822"||"21001231"
"10005"||"Company 10005"||"2325"||"Lacie McGillivrie"||"100276"||"100276 - Ruskin"||"20190822"||"21001231"
"10005"||"Company 10005"||"2325"||"Lacie McGillivrie"||"102287"||"102287 - Spenser"||"20190822"||"21001231"
"10005"||"Company 10005"||"2325"||"Lacie McGillivrie"||"102289"||"102289 - Homewood"||"20190822"||"21001231"
"10005"||"Company 10005"||"2325"||"Lacie McGillivrie"||"102267"||"102267 - Scofield"||"20190822"||"21001231"
"10005"||"Company 10005"||"2325"||"Lacie McGillivrie"||"-90000252"||"Management Site"||"19000101"||"21001231"
"10006"||"Company 10006"||"2286"||"Bessy Grint"||"100329"||"100329 - Pond"||"20211201"||"21001231"
"10006"||"Company 10006"||"2286"||"Bessy Grint"||"100136"||"100136 - Lakeland"||"20160301"||"21001231"
"10006"||"Company 10006"||"2286"||"Bessy Grint"||"100078"||"100078 - Lawn"||"20231114"||"21001231"
"10006"||"Company 10006"||"2268"||"Carleton Korpolak"||"100886"||"100886 - Goodland"||"20080901"||"21001231"
"10006"||"Company 10006"||"2268"||"Carleton Korpolak"||"100870"||"100870 - Homewood"||"20151216"||"21001231"
"10006"||"Company 10006"||"2286"||"Bessy Grint"||"100627"||"100627 - John Wall"||"20211007"||"21001231"
"10006"||"Company 10006"||"2268"||"Carleton Korpolak"||"101435"||"101435 - Sheridan"||"20010119"||"21001231"
"10006"||"Company 10006"||"2286"||"Bessy Grint"||"-90000155"||"Management Site"||"19000101"||"21001231"
"10006"||"Company 10006"||"2268"||"Carleton Korpolak"||"-90000365"||"Management Site"||"19000101"||"21001231"
"10006"||"Company 10006"||"2286"||"Bessy Grint"||"-90001213"||"Management Site"||"19000101"||"21001231"
"10006"||"Company 10006"||"2268"||"Carleton Korpolak"||"103361"||"103361 - Glendale"||"19900217"||"21001231"
"10006"||"Company 10006"||"2286"||"Bessy Grint"||"103360"||"103360 - Kim"||"20211007"||"21001231"
"10006"||"Company 10006"||"2268"||"Carleton Korpolak"||"103358"||"103358 - Towne"||"19960801"||"21001231"
"10006"||"Company 10006"||"2268"||"Carleton Korpolak"||"103355"||"103355 - Trailsway"||"19910401"||"21001231"
"10006"||"Company 10006"||"2268"||"Carleton Korpolak"||"103353"||"103353 - Vermont"||"20140401"||"21001231"
"10006"||"Company 10006"||"2268"||"Carleton Korpolak"||"103352"||"103352 - Cascade"||"19960801"||"21001231"
"10006"||"Company 10006"||"2286"||"Bessy Grint"||"103350"||"103350 - Oxford"||"20160301"||"21001231"
"10006"||"Company 10006"||"2286"||"Bessy Grint"||"103344"||"103344 - Moland"||"20211007"||"21001231"
"10006"||"Company 10006"||"2286"||"Bessy Grint"||"103339"||"103339 - Memorial"||"20211007"||"21001231"
"10006"||"Company 10006"||"2286"||"Bessy Grint"||"103333"||"103333 - Waywood"||"20140401"||"21001231"
"10007"||"Company 10007"||"2674"||"Madelle Ilewicz"||"101313"||"101313 - Hauk"||"20170125"||"21001231"
"10007"||"Company 10007"||"2674"||"Madelle Ilewicz"||"102645"||"102645 - Golf View"||"20160923"||"21001231"
"10007"||"Company 10007"||"2674"||"Madelle Ilewicz"||"102577"||"102577 - Manitowish"||"20170125"||"21001231"
"10007"||"Company 10007"||"2674"||"Madelle Ilewicz"||"102522"||"102522 - Loomis"||"20220301"||"21001231"
"10007"||"Company 10007"||"2674"||"Madelle Ilewicz"||"-90000239"||"Management Site"||"19000101"||"21001231"
"10008"||"Company 10008"||"2040"||"Bondie Elder"||"100525"||"100525 - Thierer"||"20211201"||"21001231"
"10008"||"Company 10008"||"2040"||"Bondie Elder"||"100454"||"100454 - Westerfield"||"20210303"||"21001231"
"10008"||"Company 10008"||"2040"||"Bondie Elder"||"100809"||"100809 - Kim"||"20211201"||"21001231"
"10008"||"Company 10008"||"2040"||"Bondie Elder"||"100044"||"100044 - Coolidge"||"20160113"||"21001231"
"10008"||"Company 10008"||"2040"||"Bondie Elder"||"-90000051"||"Management Site"||"19000101"||"21001231"
"10008"||"Company 10008"||"2040"||"Bondie Elder"||"102774"||"102774 - Corry"||"20211201"||"21001231"
"10008"||"Company 10008"||"2040"||"Bondie Elder"||"102766"||"102766 - Ohio"||"20211201"||"21001231"
"10009"||"Company 10009"||"2033"||"Osbourn Sharvell"||"100037"||"100037 - Golf"||"20151029"||"21001231"
"10009"||"Company 10009"||"2033"||"Osbourn Sharvell"||"100676"||"100676 - Lerdahl"||"20090201"||"21001231"
"10009"||"Company 10009"||"2033"||"Osbourn Sharvell"||"101214"||"101214 - Veith"||"20161001"||"21001231"
"10009"||"Company 10009"||"2033"||"Osbourn Sharvell"||"101962"||"101962 - Luster"||"20080501"||"21001231"
"10009"||"Company 10009"||"2033"||"Osbourn Sharvell"||"101906"||"101906 - Thompson"||"20161001"||"21001231"
"10009"||"Company 10009"||"2033"||"Osbourn Sharvell"||"101780"||"101780 - Sundown"||"20161001"||"21001231"
"10009"||"Company 10009"||"2033"||"Osbourn Sharvell"||"-90000045"||"Management Site"||"19000101"||"21001231"
"10010"||"Company 10010"||"2291"||"Tory Holdworth"||"100482"||"100482 - Clemons"||"20220101"||"21001231"
"10010"||"Company 10010"||"2150"||"Goldina Garred"||"100775"||"100775 - Lakewood Gardens"||"20180626"||"21001231"
"10010"||"Company 10010"||"2150"||"Goldina Garred"||"100865"||"100865 - Eliot"||"20120626"||"21001231"
"10010"||"Company 10010"||"2291"||"Tory Holdworth"||"-90000280"||"Management Site"||"19000101"||"21001231"
"10010"||"Company 10010"||"2150"||"Goldina Garred"||"-90000569"||"Management Site"||"19000101"||"21001231"
"10010"||"Company 10010"||"2150"||"Goldina Garred"||"101768"||"101768 - Randy"||"20180626"||"21001231"
"10010"||"Company 10010"||"2150"||"Goldina Garred"||"101734"||"101734 - Arkansas"||"20120626"||"21001231"
"10010"||"Company 10010"||"2150"||"Goldina Garred"||"101858"||"101858 - Clove"||"20180626"||"21001231"
"10010"||"Company 10010"||"2150"||"Goldina Garred"||"101966"||"101966 - Waxwing"||"20180626"||"21001231"
"10010"||"Company 10010"||"2291"||"Tory Holdworth"||"102001"||"102001 - Anderson"||"20220101"||"21001231"
"10010"||"Company 10010"||"2150"||"Goldina Garred"||"102101"||"102101 - Montana"||"20120626"||"21001231"
"10011"||"Company 10011"||"2381"||"Carly Randleson"||"100835"||"100835 - Hayes"||"20040901"||"21001231"
"10011"||"Company 10011"||"2381"||"Carly Randleson"||"-90000325"||"Management Site"||"19000101"||"21001231"
"10011"||"Company 10011"||"2095"||"Eleonora Evers"||"-90000005"||"Management Site"||"19000101"||"21001231"
"10011"||"Company 10011"||"2381"||"Carly Randleson"||"104792"||"104792 - Jackson"||"20010101"||"21001231"
"10011"||"Company 10011"||"2381"||"Carly Randleson"||"104742"||"104742 - Cherokee"||"20160601"||"21001231"
"10011"||"Company 10011"||"2381"||"Carly Randleson"||"104735"||"104735 - Dapin"||"20100201"||"21001231"
"10011"||"Company 10011"||"2381"||"Carly Randleson"||"104684"||"104684 - Walton"||"19961001"||"21001231"
"10011"||"Company 10011"||"2095"||"Eleonora Evers"||"104639"||"104639 - Melby"||"20060115"||"21001231"
"10012"||"Company 10012"||"2532"||"Boothe Hilland"||"-90000255"||"Management Site"||"19000101"||"21001231"
"10012"||"Company 10012"||"2423"||"Eugene MacEllen"||"-90000133"||"Management Site"||"19000101"||"21001231"
"10012"||"Company 10012"||"2423"||"Eugene MacEllen"||"102916"||"102916 - Eagan"||"20171018"||"21001231"
"10012"||"Company 10012"||"2423"||"Eugene MacEllen"||"102915"||"102915 - Pepper Wood"||"20171018"||"21001231"
"10012"||"Company 10012"||"2423"||"Eugene MacEllen"||"102815"||"102815 - Westend"||"20171018"||"21001231"
"10012"||"Company 10012"||"2532"||"Boothe Hilland"||"102806"||"102806 - Monica"||"20211015"||"21001231"
"10013"||"Company 10013"||"2293"||"Alexio Pearlman"||"101007"||"101007 - Tennyson"||"20030716"||"21001231"
"10013"||"Company 10013"||"2293"||"Alexio Pearlman"||"100472"||"100472 - Bowman"||"20170401"||"21001231"
"10013"||"Company 10013"||"2293"||"Alexio Pearlman"||"100426"||"100426 - Columbus"||"20101031"||"21001231"
"10013"||"Company 10013"||"2067"||"Clarabelle Kubec"||"-90000196"||"Management Site"||"19000101"||"21001231"
"10013"||"Company 10013"||"2293"||"Alexio Pearlman"||"-90000433"||"Management Site"||"19000101"||"21001231"
"10013"||"Company 10013"||"2293"||"Alexio Pearlman"||"104568"||"104568 - Fuller"||"20010516"||"21001231"
"10013"||"Company 10013"||"2293"||"Alexio Pearlman"||"104566"||"104566 - Washington"||"20170401"||"21001231"
"10013"||"Company 10013"||"2293"||"Alexio Pearlman"||"104565"||"104565 - Graedel"||"20030620"||"21001231"
"10013"||"Company 10013"||"2293"||"Alexio Pearlman"||"104563"||"104563 - Kensington"||"20010516"||"21001231"
"10013"||"Company 10013"||"2293"||"Alexio Pearlman"||"104562"||"104562 - Moulton"||"20080707"||"21001231"
"10013"||"Company 10013"||"2293"||"Alexio Pearlman"||"104559"||"104559 - Birchwood"||"20010516"||"21001231"
"10013"||"Company 10013"||"2293"||"Alexio Pearlman"||"104553"||"104553 - Commercial"||"20080707"||"21001231"
"10013"||"Company 10013"||"2067"||"Clarabelle Kubec"||"104552"||"104552 - Lien"||"20160901"||"21001231"
"10013"||"Company 10013"||"2293"||"Alexio Pearlman"||"104551"||"104551 - Vidon"||"20170401"||"21001231"
"10013"||"Company 10013"||"2293"||"Alexio Pearlman"||"104549"||"104549 - Bellgrove"||"20170401"||"21001231"
"10013"||"Company 10013"||"2067"||"Clarabelle Kubec"||"104977"||"104977 - Forest"||"20230629"||"21001231"
"10014"||"Company 10014"||"2285"||"Mureil Olive"||"100412"||"100412 - Kings"||"20100210"||"21001231"
"10014"||"Company 10014"||"2463"||"Concordia Vicary"||"100356"||"100356 - Roxbury"||"20231220"||"21001231"
"10014"||"Company 10014"||"2463"||"Concordia Vicary"||"100493"||"100493 - Prentice"||"20190530"||"21001231"
"10014"||"Company 10014"||"2463"||"Concordia Vicary"||"100553"||"100553 - Rieder"||"20211201"||"21001231"
"10014"||"Company 10014"||"2285"||"Mureil Olive"||"100812"||"100812 - 5th"||"20050117"||"20241231"
"10014"||"Company 10014"||"2285"||"Mureil Olive"||"-90000327"||"Management Site"||"19000101"||"21001231"
"10014"||"Company 10014"||"2463"||"Concordia Vicary"||"-90000168"||"Management Site"||"19000101"||"21001231"
"10014"||"Company 10014"||"2463"||"Concordia Vicary"||"101872"||"101872 - Scoville"||"20210201"||"21001231"
"10014"||"Company 10014"||"2463"||"Concordia Vicary"||"101833"||"101833 - Golf"||"20210201"||"21001231"
"10014"||"Company 10014"||"2463"||"Concordia Vicary"||"101755"||"101755 - American"||"20211201"||"21001231"
"10015"||"Company 10015"||"2122"||"Sheila Cockings"||"100763"||"100763 - Paget"||"20150625"||"21001231"
"10015"||"Company 10015"||"2360"||"Cornell Rumford"||"100677"||"100677 - Hansons"||"20221231"||"21001231"
"10015"||"Company 10015"||"2247"||"Gerry Biaggelli"||"101157"||"101157 - Cherokee"||"20080201"||"21001231"
"10015"||"Company 10015"||"2122"||"Sheila Cockings"||"-90000145"||"Management Site"||"19000101"||"21001231"
"10015"||"Company 10015"||"2247"||"Gerry Biaggelli"||"-90000431"||"Management Site"||"19000101"||"21001231"
"10015"||"Company 10015"||"2122"||"Sheila Cockings"||"-90000724"||"Management Site"||"19000101"||"21001231"
"10015"||"Company 10015"||"2122"||"Sheila Cockings"||"-90000723"||"Management Site"||"19000101"||"21001231"
"10015"||"Company 10015"||"2122"||"Sheila Cockings"||"-90000722"||"Management Site"||"19000101"||"21001231"
"10015"||"Company 10015"||"2122"||"Sheila Cockings"||"-90000721"||"Management Site"||"19000101"||"21001231"
"10015"||"Company 10015"||"2247"||"Gerry Biaggelli"||"-90001140"||"Management Site"||"19000101"||"21001231"
"10015"||"Company 10015"||"2360"||"Cornell Rumford"||"-90001139"||"Management Site"||"19000101"||"21001231"
"10015"||"Company 10015"||"2360"||"Cornell Rumford"||"-90001138"||"Management Site"||"19000101"||"21001231"
"10015"||"Company 10015"||"2360"||"Cornell Rumford"||"-90001137"||"Management Site"||"19000101"||"21001231"
"10015"||"Company 10015"||"2360"||"Cornell Rumford"||"-90001136"||"Management Site"||"19000101"||"21001231"
"10015"||"Company 10015"||"2360"||"Cornell Rumford"||"104929"||"104929 - Valley Edge"||"20140326"||"21001231"
"10015"||"Company 10015"||"2122"||"Sheila Cockings"||"104897"||"104897 - Grover"||"20201001"||"21001231"
"10015"||"Company 10015"||"2360"||"Cornell Rumford"||"104900"||"104900 - Huxley"||"20201001"||"21001231"
"10015"||"Company 10015"||"2122"||"Sheila Cockings"||"104881"||"104881 - Swallow"||"20140326"||"21001231"
"10015"||"Company 10015"||"2122"||"Sheila Cockings"||"104859"||"104859 - Golf View"||"20201001"||"21001231"
"10016"||"Company 10016"||"2453"||"Kaye Gulland"||"-90000443"||"Management Site"||"19000101"||"21001231"
"10016"||"Company 10016"||"2453"||"Kaye Gulland"||"103190"||"103190 - Shoshone"||"20160216"||"21001231"
"10016"||"Company 10016"||"2453"||"Kaye Gulland"||"103166"||"103166 - Pleasure"||"19991001"||"21001231"
"10016"||"Company 10016"||"2453"||"Kaye Gulland"||"103277"||"103277 - Lotheville"||"19991001"||"21001231"
"10017"||"Company 10017"||"2273"||"Bianca Boyne"||"101148"||"101148 - Lawn"||"20201101"||"21001231"
"10017"||"Company 10017"||"2443"||"Selia Woolerton"||"101400"||"101400 - Schiller"||"20220901"||"21001231"
"10017"||"Company 10017"||"2443"||"Selia Woolerton"||"100895"||"100895 - Kim"||"20201101"||"21001231"
"10017"||"Company 10017"||"2273"||"Bianca Boyne"||"100340"||"100340 - Algoma"||"20140701"||"21001231"
"10017"||"Company 10017"||"2443"||"Selia Woolerton"||"101767"||"101767 - Muir"||"20201101"||"21001231"
"10017"||"Company 10017"||"2443"||"Selia Woolerton"||"101721"||"101721 - Norway Maple"||"20061101"||"21001231"
"10017"||"Company 10017"||"2273"||"Bianca Boyne"||"101854"||"101854 - Pond"||"20201101"||"21001231"
"10017"||"Company 10017"||"2273"||"Bianca Boyne"||"101818"||"101818 - Kennedy"||"20140701"||"21001231"
"10017"||"Company 10017"||"2443"||"Selia Woolerton"||"101891"||"101891 - Bunting"||"20220901"||"21001231"
"10017"||"Company 10017"||"2273"||"Bianca Boyne"||"101886"||"101886 - Thompson"||"20050401"||"21001231"
"10017"||"Company 10017"||"2443"||"Selia Woolerton"||"101885"||"101885 - Bobwhite"||"20140701"||"21001231"
"10017"||"Company 10017"||"2443"||"Selia Woolerton"||"102019"||"102019 - Havey"||"20040601"||"21001231"
"10017"||"Company 10017"||"2273"||"Bianca Boyne"||"102009"||"102009 - Pond"||"20050401"||"21001231"
"10017"||"Company 10017"||"2273"||"Bianca Boyne"||"101971"||"101971 - Twin Pines"||"20040601"||"21001231"
"10017"||"Company 10017"||"2443"||"Selia Woolerton"||"101950"||"101950 - Swallow"||"20120701"||"21001231"
"10017"||"Company 10017"||"2443"||"Selia Woolerton"||"101943"||"101943 - Eastwood"||"20140701"||"21001231"
"10017"||"Company 10017"||"2273"||"Bianca Boyne"||"101941"||"101941 - Duke"||"20140701"||"21001231"
"10017"||"Company 10017"||"2273"||"Bianca Boyne"||"-90000583"||"Management Site"||"19000101"||"21001231"
"10017"||"Company 10017"||"2443"||"Selia Woolerton"||"-90000582"||"Management Site"||"19000101"||"21001231"
"10018"||"Company 10018"||"2354"||"Shaun Zukierman"||"-90001081"||"Management Site"||"19000101"||"21001231"
"10018"||"Company 10018"||"2354"||"Shaun Zukierman"||"-90001080"||"Management Site"||"19000101"||"21001231"
"10018"||"Company 10018"||"2354"||"Shaun Zukierman"||"-90001079"||"Management Site"||"19000101"||"21001231"
"10018"||"Company 10018"||"2354"||"Shaun Zukierman"||"-90001078"||"Management Site"||"19000101"||"21001231"
"10018"||"Company 10018"||"2354"||"Shaun Zukierman"||"-90001077"||"Management Site"||"19000101"||"21001231"
"10018"||"Company 10018"||"2354"||"Shaun Zukierman"||"-90000230"||"Management Site"||"19000101"||"21001231"
"10018"||"Company 10018"||"2354"||"Shaun Zukierman"||"104431"||"104431 - Northwestern"||"20161001"||"21001231"
"10018"||"Company 10018"||"2354"||"Shaun Zukierman"||"104289"||"104289 - Steensland"||"20180415"||"21001231"
"10019"||"Company 10019"||"2509"||"Olga Barter"||"100204"||"100204 - Independence"||"20211230"||"21001231"
"10019"||"Company 10019"||"2509"||"Olga Barter"||"100149"||"100149 - Oxford"||"20190501"||"21001231"
"10019"||"Company 10019"||"2509"||"Olga Barter"||"101349"||"101349 - Banding"||"20190501"||"21001231"
"10019"||"Company 10019"||"2509"||"Olga Barter"||"101201"||"101201 - Surrey"||"20190501"||"21001231"
"10019"||"Company 10019"||"2509"||"Olga Barter"||"-90000226"||"Management Site"||"19000101"||"21001231"
"10019"||"Company 10019"||"2509"||"Olga Barter"||"103215"||"103215 - Bayside"||"20190501"||"21001231"
"10019"||"Company 10019"||"2509"||"Olga Barter"||"103090"||"103090 - Banding"||"20190501"||"21001231"
"10019"||"Company 10019"||"2509"||"Olga Barter"||"103110"||"103110 - Alpine"||"20190501"||"21001231"
"10019"||"Company 10019"||"2509"||"Olga Barter"||"103041"||"103041 - Pankratz"||"20211230"||"21001231"
"10019"||"Company 10019"||"2509"||"Olga Barter"||"102828"||"102828 - Crowley"||"20230919"||"21001231"
"10020"||"Company 10020"||"2157"||"Astra Capelen"||"101356"||"101356 - Hallows"||"20131015"||"21001231"
"10020"||"Company 10020"||"2157"||"Astra Capelen"||"101355"||"101355 - Nancy"||"20070608"||"21001231"
"10020"||"Company 10020"||"2157"||"Astra Capelen"||"100612"||"100612 - High Crossing"||"20080922"||"21001231"
